refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR6192146	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C03_scRNA-seq	
SRR6192147	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C04_scRNA-seq	
SRR6192148	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C05_scRNA-seq	
SRR6192149	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C06_scRNA-seq	
SRR6192150	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C07_scRNA-seq	
SRR6192151	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C08_scRNA-seq	
SRR6192152	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C09_scRNA-seq	
SRR6192153	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C10_scRNA-seq	
SRR6192154	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C11_scRNA-seq	
SRR6192155	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_C12_scRNA-seq	
SRR6192156	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D01_scRNA-seq	
SRR6192157	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D02_scRNA-seq	
SRR6192158	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D03_scRNA-seq	
SRR6192159	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D04_scRNA-seq	
SRR6192160	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D05_scRNA-seq	
SRR6192161	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D06_scRNA-seq	
SRR6192162	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D07_scRNA-seq	
SRR6192163	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D08_scRNA-seq	
SRR6192164	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D09_scRNA-seq	
SRR6192165	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D10_scRNA-seq	
SRR6192166	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D11_scRNA-seq	
SRR6192167	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_D12_scRNA-seq	
SRR6192168	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E01_scRNA-seq	
SRR6192169	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E02_scRNA-seq	
SRR6192170	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E03_scRNA-seq	
SRR6192171	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E04_scRNA-seq	
SRR6192172	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E05_scRNA-seq	
SRR6192173	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E06_scRNA-seq	
SRR6192174	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E07_scRNA-seq	
SRR6192175	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E08_scRNA-seq	
SRR6192176	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E09_scRNA-seq	
SRR6192177	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E10_scRNA-seq	
SRR6192178	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E11_scRNA-seq	
SRR6192179	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_E12_scRNA-seq	
SRR6192180	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F01_scRNA-seq	
SRR6192181	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F02_scRNA-seq	
SRR6192182	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F03_scRNA-seq	
SRR6192183	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F04_scRNA-seq	
SRR6192184	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F05_scRNA-seq	
SRR6192185	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F06_scRNA-seq	
SRR6192186	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F07_scRNA-seq	
SRR6192187	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F08_scRNA-seq	
SRR6192188	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F09_scRNA-seq	
SRR6192189	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F10_scRNA-seq	
SRR6192190	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F11_scRNA-seq	
SRR6192191	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_F12_scRNA-seq	
SRR6192192	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G01_scRNA-seq	
SRR6192193	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G02_scRNA-seq	
SRR6192194	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G03_scRNA-seq	
SRR6192195	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G04_scRNA-seq	
SRR6192196	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G05_scRNA-seq	
SRR6192197	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G06_scRNA-seq	
SRR6192198	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G07_scRNA-seq	
SRR6192199	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G08_scRNA-seq	
SRR6192200	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G09_scRNA-seq	
SRR6192201	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G10_scRNA-seq	
SRR6192202	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G11_scRNA-seq	
SRR6192203	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_G12_scRNA-seq	
SRR6192204	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H01_scRNA-seq	
SRR6192205	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H02_scRNA-seq	
SRR6192206	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H03_scRNA-seq	
SRR6192207	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H04_scRNA-seq	
SRR6192208	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H05_scRNA-seq	
SRR6192209	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H06_scRNA-seq	
SRR6192210	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H07_scRNA-seq	
SRR6192211	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H08_scRNA-seq	
SRR6192212	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H09_scRNA-seq	
SRR6192213	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H10_scRNA-seq	
SRR6192214	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H11_scRNA-seq	
SRR6192215	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t24	t24	BJ_MYO_R2_T24_H12_scRNA-seq	
SRR6192216	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A01_scRNA-seq	
SRR6192217	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A02_scRNA-seq	
SRR6192218	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A03_scRNA-seq	
SRR6192219	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A04_scRNA-seq	
SRR6192220	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A05_scRNA-seq	
SRR6192221	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A06_scRNA-seq	
SRR6192222	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A07_scRNA-seq	
SRR6192223	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A08_scRNA-seq	
SRR6192224	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A09_scRNA-seq	
SRR6192225	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A10_scRNA-seq	
SRR6192226	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A11_scRNA-seq	
SRR6192227	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_A12_scRNA-seq	
SRR6192228	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B01_scRNA-seq	
SRR6192229	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B02_scRNA-seq	
SRR6192230	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B03_scRNA-seq	
SRR6192231	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B04_scRNA-seq	
SRR6192232	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B05_scRNA-seq	
SRR6192233	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B06_scRNA-seq	
SRR6192234	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B07_scRNA-seq	
SRR6192235	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B08_scRNA-seq	
SRR6192236	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B09_scRNA-seq	
SRR6192237	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B10_scRNA-seq	
SRR6192238	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B11_scRNA-seq	
SRR6192239	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_B12_scRNA-seq	
SRR6192240	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_C01_scRNA-seq	
SRR6192241	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_C02_scRNA-seq	
SRR6192242	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_C03_scRNA-seq	
SRR6192243	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_C04_scRNA-seq	
SRR6192244	SRP120552		hfib-myod line						HOMO_SAPIENS	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	333	Tximport	v1.23.4-hotfix				SRA	foreskin human fibroblasts	bj_myo_r2_t48	t48	BJ_MYO_R2_T48_C05_scRNA-seq	
